store_name,store_id,mall_id,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,mall_name,mall_country,total_mall_area,block_id,external_mall_id,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,average_dwell_time,median_dwell_time
store_1407,11145,64,05/12/2011,15/01/2024,Sport,Sport Clothes & Equipment,Sport general store,8925160.0,882967.0,209.0,mall_64,USA,33321.0,6489.0,26.0,-59844.0,43713.0,1393.0,3780.0,17649.0,10282.0,37057.0,72328.25,608728.62,2537.83,21358.9,578626,4869829,228,796.2888983420535,660.0
store_1407,11145,64,05/12/2011,15/01/2024,Sport,Sport Clothes & Equipment,Sport general store,8925160.0,882967.0,209.0,mall_64,USA,33321.0,6489.0,26.0,-59844.0,43713.0,1393.0,3780.0,17649.0,10282.0,37057.0,15626.0,350260.5,1157.48,25945.22,31252,700521,27,796.2888983420535,660.0
store_1421,11351,64,03/05/2024,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,1963708.0,1178010.0,113.0,mall_64,USA,33321.0,6489.0,26.0,-31658.0,53348.0,8046.0,13748.0,12990.0,5916.0,116794.0,72328.25,608728.62,2537.83,21358.9,578626,4869829,228,796.2888983420535,660.0
store_1421,11351,64,03/05/2024,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,1963708.0,1178010.0,113.0,mall_64,USA,33321.0,6489.0,26.0,-31658.0,53348.0,8046.0,13748.0,12990.0,5916.0,116794.0,15626.0,350260.5,1157.48,25945.22,31252,700521,27,796.2888983420535,660.0
store_2311,11146,64,10/12/2011,,Fashion apparel,Men's Fashion,Men's Fashion,9708062.0,704010.0,403.0,mall_64,USA,33321.0,6525.0,26.0,-60817.0,36472.0,5380.0,14191.0,50955.0,8379.0,45714.0,2676.15,384297.31,95.84,13762.71,34790,4995865,363,844.6980579941473,240.0
store_4102,11147,64,22/07/2011,,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",4699989.0,1019402.0,79.0,mall_64,USA,33321.0,6437.0,26.0,-66655.0,86343.0,8646.0,7037.0,65463.0,6481.0,13983.0,606.15,190221.62,21.77,6831.16,7880,2472881,362,4258.373382624769,2400.0
store_707,11148,64,07/10/2011,,Fashion apparel,Family Fashion,Family Fashion,5684345.0,1303742.0,478.0,mall_64,USA,33321.0,6510.0,26.0,-20420.0,49151.0,9501.0,7073.0,60503.0,7562.0,92778.0,21438.54,973253.77,767.77,34854.82,278701,12652299,363,575.0662293533891,360.0
store_39,11149,64,30/03/2012,15/02/2024,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,2106600.0,365706.0,495.0,mall_64,USA,33321.0,6422.0,26.0,-47929.0,79055.0,9953.0,6767.0,34300.0,6104.0,39930.0,5289.33,691794.22,185.95,24320.89,47604,6226148,256,625.7363719651855,120.0
store_39,11149,64,30/03/2012,15/02/2024,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,2106600.0,365706.0,495.0,mall_64,USA,33321.0,6422.0,26.0,-47929.0,79055.0,9953.0,6767.0,34300.0,6104.0,39930.0,8030.67,495644.0,415.38,25636.76,24092,1486932,58,625.7363719651855,120.0
store_295,11350,64,05/04/2024,,Fashion apparel,Men's Fashion,Men's Fashion,9750902.0,950832.0,506.0,mall_64,USA,33321.0,6422.0,26.0,-70633.0,14953.0,1774.0,7390.0,63785.0,10061.0,17399.0,5289.33,691794.22,185.95,24320.89,47604,6226148,256,625.7363719651855,120.0
store_295,11350,64,05/04/2024,,Fashion apparel,Men's Fashion,Men's Fashion,9750902.0,950832.0,506.0,mall_64,USA,33321.0,6422.0,26.0,-70633.0,14953.0,1774.0,7390.0,63785.0,10061.0,17399.0,8030.67,495644.0,415.38,25636.76,24092,1486932,58,625.7363719651855,120.0
store_3836,11150,64,15/06/2012,,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,9611022.0,1350241.0,245.0,mall_64,USA,33321.0,6504.0,26.0,-53581.0,96399.0,10917.0,15211.0,49182.0,14206.0,48734.0,13981.38,405249.85,500.71,14513.08,181758,5268248,363,2978.864571681827,3180.0
store_3905,11152,64,28/06/2012,,Food & Beverage Services,Service to table restaurants,Latino-American - Service to table restaurants,5412776.0,626116.0,209.0,mall_64,USA,33321.0,6487.0,26.0,-24830.0,37761.0,7351.0,15474.0,10145.0,1808.0,39140.0,12333.38,155703.92,446.61,5638.3,160334,2024151,359,3497.2997957099083,3780.0
store_180,11155,64,24/08/2012,,Fashion apparel,Family Fashion,Family Fashion,670078.0,804571.0,74.0,mall_64,USA,33321.0,6575.0,26.0,-54332.0,48659.0,9605.0,8277.0,25348.0,1464.0,43607.0,14806.77,1125656.77,530.27,40312.78,192488,14633538,363,268.0120900500278,120.0
store_49,11156,64,29/09/2012,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,5274428.0,1112196.0,469.0,mall_64,USA,33321.0,6397.0,26.0,-7436.0,25994.0,516.0,4358.0,56282.0,6143.0,31119.0,4755.23,1032835.85,170.3,36988.61,61818,13426866,363,464.7160029186989,240.0
store_1338,11157,64,17/10/2012,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,5248785.0,291210.0,110.0,mall_64,USA,33321.0,6409.0,26.0,-112473.0,31451.0,8914.0,11616.0,42013.0,10485.0,121163.0,19547.54,612677.23,700.05,21941.61,254118,7964804,363,419.1681271176539,240.0
store_4106,11161,64,04/04/2013,,Fashion apparel,Men's Fashion,Men's Fashion,9155140.0,1335270.0,289.0,mall_64,USA,33321.0,6541.0,26.0,-69438.0,6524.0,3096.0,1542.0,42776.0,3317.0,7391.0,7538.54,452528.23,269.98,16206.25,98001,5882867,363,278.53465346534654,180.0
store_3919,11163,64,27/04/2013,,Health & Beauty,Optician,Optician & Sunglasses,1227912.0,1273729.0,243.0,mall_64,USA,33321.0,6467.0,26.0,-112521.0,23886.0,10827.0,13025.0,66592.0,4295.0,107005.0,7314.92,352417.08,261.97,12621.0,95094,4581422,363,469.2201825059304,300.0
store_803,11164,64,21/06/2013,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",9276545.0,1165175.0,345.0,mall_64,USA,33321.0,6419.0,26.0,-87375.0,65448.0,8757.0,14191.0,51653.0,14827.0,77223.0,33872.77,878261.92,1213.07,31452.91,440346,11417405,363,449.0541728662248,240.0
store_4007,11165,64,12/07/2013,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,9118250.0,917568.0,22.0,mall_64,USA,33321.0,6435.0,26.0,-26338.0,13646.0,2845.0,12253.0,12395.0,14381.0,91541.0,5050.15,190626.31,181.36,6845.7,65652,2478142,362,375.8739189804279,240.0
store_3814,11167,64,25/07/2013,,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,700501.0,1033235.0,337.0,mall_64,USA,33321.0,6469.0,26.0,-64407.0,100913.0,1883.0,2787.0,24003.0,7990.0,35218.0,13133.54,351321.54,470.35,12581.76,170736,4567180,363,234.76780301612845,180.0
store_3847,11168,64,01/04/2013,,Food & Beverage Services,Gourmet Food Products,"Butcher, delicatessen",1353760.0,734968.0,248.0,mall_64,USA,33321.0,6431.0,26.0,-82498.0,27953.0,4024.0,6891.0,7819.0,8793.0,8710.0,4865.0,190674.15,174.71,6847.41,63245,2478764,362,1206.6432098064809,480.0
store_1475,11169,64,06/09/2013,,Fashion apparel,Family Fashion,Family Fashion,5678627.0,277269.0,75.0,mall_64,USA,33321.0,6426.0,26.0,-17546.0,60216.0,13864.0,12948.0,10788.0,5049.0,73185.0,38455.77,668940.77,1377.2,23956.56,499925,8696230,363,561.9938313555335,300.0
store_193,11170,64,01/09/2013,,Fashion apparel,Family Fashion,Family Fashion,8547289.0,463816.0,170.0,mall_64,USA,33321.0,6379.0,26.0,-12478.0,28402.0,13373.0,3572.0,54588.0,8262.0,15985.0,67300.77,778143.77,2410.22,27867.41,874910,10115869,363,795.6682730187815,360.0
store_4109,11172,64,20/02/2013,,Services,Imaterial services,Travel Agency,4639461.0,954322.0,14.0,mall_64,USA,33321.0,6447.0,26.0,-21299.0,75324.0,4887.0,13820.0,16478.0,12908.0,55168.0,1263.08,810453.69,45.23,29024.51,16420,10535898,363,1216.5079365079366,780.0
store_540,11174,64,09/08/2014,,Bags & Footwear & Accessories,Footwear,Family footwear,5051756.0,1282990.0,53.0,mall_64,USA,33321.0,6537.0,26.0,-106865.0,8107.0,1080.0,5772.0,80683.0,688.0,11197.0,25628.08,249729.92,917.81,8943.5,333165,3246489,363,311.31418435302174,180.0
store_3908,11175,64,27/10/2014,,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,3354784.0,880885.0,244.0,mall_64,USA,33321.0,6545.0,26.0,-51766.0,98512.0,9655.0,8793.0,69671.0,14478.0,46860.0,8606.46,307203.0,308.22,11001.76,111884,3993639,363,2857.532537499645,3000.0
store_2481,11177,64,21/11/2014,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,6779626.0,1086597.0,73.0,mall_64,USA,33321.0,6423.0,26.0,-42256.0,3826.0,9197.0,4629.0,68475.0,3012.0,63006.0,4996.23,918331.62,178.93,32887.91,64951,11938311,363,443.6766736360409,240.0
store_4031,11178,64,24/11/2014,,Sport,Sport Clothes & Equipment,Sport general store,9301942.0,1032342.0,329.0,mall_64,USA,33321.0,6491.0,26.0,-54351.0,89167.0,6038.0,5295.0,7646.0,10062.0,68653.0,17583.15,577161.08,629.7,20669.68,228581,7503094,363,343.8752543118459,180.0
store_3834,11179,64,22/08/2014,,Fashion apparel,Family Fashion,Family Fashion,6590606.0,1305635.0,90.0,mall_64,USA,33321.0,6561.0,26.0,-28085.0,58699.0,11334.0,11924.0,62846.0,11919.0,111149.0,150497.54,532938.38,5389.72,19085.95,1956468,6928199,363,996.7269286166564,720.0
store_506,11181,64,26/02/2015,,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,341736.0,1243960.0,303.0,mall_64,USA,33321.0,6549.0,26.0,-112394.0,17233.0,6145.0,3641.0,26046.0,4649.0,47904.0,2503.54,452289.23,89.66,16197.69,32546,5879760,363,529.4128553770087,300.0
store_4111,11183,64,01/02/2015,,Food & Beverage Services,Fast Meal,American & Burgers,1826824.0,1209793.0,29.0,mall_64,USA,33321.0,6479.0,26.0,-40881.0,68314.0,7901.0,10991.0,72278.0,10694.0,100712.0,9649.08,405679.92,345.56,14528.48,125438,5273839,363,1544.5882255663969,1500.0
store_4027,11185,64,06/10/2015,14/02/2024,Fashion apparel,Family Fashion,Family Fashion,6399998.0,1047148.0,121.0,mall_64,USA,33321.0,6526.0,26.0,-110714.0,52218.0,9391.0,5973.0,3362.0,9040.0,55172.0,9627.83,381469.33,365.61,14486.18,57767,2288816,158,298.5817863118477,180.0
store_4027,11185,64,06/10/2015,14/02/2024,Fashion apparel,Family Fashion,Family Fashion,6399998.0,1047148.0,121.0,mall_64,USA,33321.0,6526.0,26.0,-110714.0,52218.0,9391.0,5973.0,3362.0,9040.0,55172.0,14656.33,299706.67,771.39,15774.04,43969,899120,57,298.5817863118477,180.0
store_3926,11357,64,12/07/2024,,Home,Furniture & Interior Design,Decoration accessories / Design,8702969.0,397885.0,293.0,mall_64,USA,33321.0,6526.0,26.0,-54944.0,40402.0,7048.0,11658.0,83743.0,2117.0,67829.0,9627.83,381469.33,365.61,14486.18,57767,2288816,158,298.5817863118477,180.0
store_3926,11357,64,12/07/2024,,Home,Furniture & Interior Design,Decoration accessories / Design,8702969.0,397885.0,293.0,mall_64,USA,33321.0,6526.0,26.0,-54944.0,40402.0,7048.0,11658.0,83743.0,2117.0,67829.0,14656.33,299706.67,771.39,15774.04,43969,899120,57,298.5817863118477,180.0
store_364,11188,64,09/11/2015,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,4158430.0,599927.0,85.0,mall_64,USA,33321.0,6567.0,26.0,-58735.0,38315.0,3853.0,2928.0,71085.0,4665.0,82263.0,2573.08,589806.31,92.15,21122.54,33450,7667482,363,357.2123699252528,180.0
store_1852,11191,64,19/01/2016,,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,6289931.0,454932.0,419.0,mall_64,USA,33321.0,6568.0,26.0,-68949.0,2352.0,5190.0,13057.0,21846.0,456.0,68422.0,76922.92,944389.54,2754.82,33821.11,999998,12277064,363,881.851917183646,660.0
store_3855,11193,64,26/11/2015,,Fashion apparel,Men's Fashion,Men's Fashion,6086199.0,736390.0,454.0,mall_64,USA,33321.0,6558.0,26.0,-36507.0,65550.0,13724.0,5009.0,38751.0,6472.0,122998.0,7891.75,630678.37,284.39,22727.15,63134,5045427,222,451.63625456181575,180.0
store_262,11195,64,14/04/2016,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,6547408.0,129543.0,381.0,mall_64,USA,33321.0,6381.0,26.0,-34776.0,44661.0,12679.0,1813.0,67169.0,3845.0,5277.0,29999.62,630065.46,1074.37,22564.33,389995,8190851,363,406.22542059440775,240.0
store_702,11196,64,15/07/2015,,Fashion apparel,Women's Fashion,Women's Fashion,5193119.0,557021.0,240.0,mall_64,USA,33321.0,6512.0,26.0,-96904.0,99136.0,7970.0,3354.0,56171.0,15374.0,63144.0,21246.92,589654.15,760.91,21117.09,276210,7665504,363,417.8150812239013,240.0
store_67,11197,64,01/01/2014,,Fashion apparel,Women's Fashion,Women's Fashion,10068833.0,1153494.0,254.0,mall_64,USA,33321.0,6412.0,26.0,-4863.0,78404.0,11402.0,12990.0,58681.0,7198.0,37570.0,111054.0,940554.08,3977.14,33683.75,1443702,12227203,363,901.857043362465,480.0
store_170,11198,64,01/11/2015,,Fashion apparel,Family Fashion,Family Fashion,3960857.0,967481.0,348.0,mall_64,USA,33321.0,6565.0,26.0,-45409.0,31952.0,13805.0,4017.0,72053.0,1972.0,46707.0,15319.08,946574.08,548.62,33899.35,199148,12305463,363,602.6656379322438,240.0
store_4112,11201,64,01/04/2016,07/10/2024,Sport,Sport Clothes & Equipment,Sport general store,888223.0,727847.0,256.0,mall_64,USA,33321.0,6543.0,26.0,-114662.0,81073.0,5236.0,13130.0,82988.0,1009.0,11390.0,18512.18,420142.64,695.0,15773.27,203634,4621569,293,410.61789448222106,240.0
store_3918,11202,64,07/07/2016,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,6851413.0,581787.0,125.0,mall_64,USA,33321.0,6533.0,26.0,-61263.0,87737.0,6267.0,9001.0,81619.0,14298.0,11719.0,47723.08,248642.62,1709.09,8904.56,620400,3232354,363,605.1358620976808,420.0
store_4043,11205,64,01/08/2016,28/07/2024,Bags & Footwear & Accessories,Footwear,Family footwear,2836874.0,188134.0,349.0,mall_64,USA,33321.0,6418.0,26.0,-13440.0,49319.0,6129.0,2050.0,49199.0,5789.0,117548.0,33349.75,915625.63,1201.79,32995.52,266798,7325005,222,356.51939115475903,180.0
store_4043,11205,64,01/08/2016,28/07/2024,Bags & Footwear & Accessories,Footwear,Family footwear,2836874.0,188134.0,349.0,mall_64,USA,33321.0,6418.0,26.0,-13440.0,49319.0,6129.0,2050.0,49199.0,5789.0,117548.0,1664.0,410086.0,175.16,43166.95,3328,820172,19,356.51939115475903,180.0
store_62,11206,64,27/10/2016,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,6228029.0,930214.0,299.0,mall_64,USA,33321.0,6460.0,26.0,-44980.0,88809.0,603.0,6044.0,1857.0,6740.0,122713.0,4427.62,316519.54,158.56,11335.41,57559,4114754,363,505.770413731521,360.0
store_783,11207,64,08/12/2016,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,4636398.0,610684.0,235.0,mall_64,USA,33321.0,6405.0,26.0,-106491.0,13642.0,12824.0,10441.0,4303.0,1928.0,37514.0,18342.77,612943.31,656.9,21951.14,238456,7968263,363,347.3014543293817,240.0
store_3967,11208,64,18/02/2017,,Home,Pets,Pet shops & pet supplies,3795186.0,166410.0,217.0,mall_64,USA,33321.0,6444.0,26.0,-49595.0,55621.0,11279.0,6942.0,45265.0,12765.0,42295.0,16590.54,228254.08,594.15,8174.39,215677,2967303,363,446.7924193333629,300.0
store_149,11210,64,22/02/2017,,Food & Beverage Services,Sweet moments,Confectionery,3825105.0,101683.0,40.0,mall_64,USA,33321.0,6574.0,26.0,-44994.0,58571.0,9194.0,3468.0,34435.0,7606.0,62551.0,5571.62,595750.15,199.53,21335.4,72431,7744752,363,300.2451637617315,240.0
store_136,11211,64,25/02/2017,,Fashion apparel,Family Fashion,Family Fashion,3093827.0,321009.0,439.0,mall_64,USA,33321.0,6557.0,26.0,-108798.0,36906.0,2358.0,13300.0,10673.0,1544.0,10597.0,17809.46,653439.23,637.8,23401.4,231523,8494710,363,458.8841472749541,300.0
store_11,11214,64,11/05/2017,,Bags & Footwear & Accessories,Footwear,Family footwear,9440509.0,592165.0,276.0,mall_64,USA,33321.0,6428.0,26.0,-41125.0,100461.0,9538.0,1791.0,68023.0,8074.0,26769.0,39893.15,674053.31,1428.68,24139.65,518611,8762693,363,724.0583213446561,480.0
store_133,11216,64,26/05/2017,29/01/2024,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,776866.0,1117271.0,441.0,mall_64,USA,33321.0,6468.0,26.0,-65503.0,96139.0,3106.0,13614.0,48784.0,4128.0,19080.0,40363.44,346895.44,1552.44,13342.13,363271,3122059,234,466.86306022986906,300.0
store_133,11216,64,26/05/2017,29/01/2024,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,776866.0,1117271.0,441.0,mall_64,USA,33321.0,6468.0,26.0,-65503.0,96139.0,3106.0,13614.0,48784.0,4128.0,19080.0,7365.0,319600.5,359.27,15590.27,14730,639201,41,466.86306022986906,300.0
store_3017,11352,64,25/04/2024,,Gifts,Toys,Toys,6919324.0,1348159.0,49.0,mall_64,USA,33321.0,6468.0,26.0,-69343.0,48623.0,1570.0,10199.0,13004.0,495.0,108986.0,40363.44,346895.44,1552.44,13342.13,363271,3122059,234,466.86306022986906,300.0
store_3017,11352,64,25/04/2024,,Gifts,Toys,Toys,6919324.0,1348159.0,49.0,mall_64,USA,33321.0,6468.0,26.0,-69343.0,48623.0,1570.0,10199.0,13004.0,495.0,108986.0,7365.0,319600.5,359.27,15590.27,14730,639201,41,466.86306022986906,300.0
store_94,11217,64,29/06/2017,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,8626579.0,1078051.0,181.0,mall_64,USA,33321.0,6410.0,26.0,-6055.0,18077.0,7819.0,9682.0,26472.0,14481.0,77285.0,53862.08,610381.0,1928.94,21859.37,700207,7934953,363,314.4960178127944,180.0
store_1180,11218,64,04/08/2017,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,707942.0,1022416.0,279.0,mall_64,USA,33321.0,6404.0,26.0,-93445.0,22535.0,9963.0,4483.0,41011.0,1851.0,85354.0,6175.38,612686.23,221.16,21941.93,80280,7964921,363,494.17862371888725,300.0
store_3823,11219,64,04/09/2017,,Bags & Footwear & Accessories,Accessories,"Ties, Scarfs, Hats, Belts, Gloves ...",4694638.0,534667.0,415.0,mall_64,USA,33321.0,6457.0,26.0,-49966.0,32295.0,9827.0,7820.0,38166.0,12611.0,99851.0,13490.85,316515.92,483.14,11335.28,175381,4114707,363,387.0719631221011,240.0
store_54,11222,64,01/12/2017,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,2275650.0,815850.0,280.0,mall_64,USA,33321.0,6456.0,26.0,-4994.0,93388.0,12605.0,12663.0,39829.0,8611.0,74832.0,2242.08,811664.54,80.29,29067.88,29147,10551639,363,330.55743243243245,180.0
store_3985,11226,64,21/04/2018,,Food & Beverage Services,Gourmet Food Products,Gourmet General Grocery,5166124.0,1121998.0,42.0,mall_64,USA,33321.0,6554.0,26.0,-60558.0,28461.0,879.0,13959.0,36354.0,8462.0,60353.0,18404.0,626171.15,659.1,22424.86,239252,8140225,363,507.36141360180807,240.0
store_1720,11228,64,23/04/2018,,Food & Beverage Services,Fast Meal,American & Burgers,2255358.0,107211.0,145.0,mall_64,USA,33321.0,6531.0,26.0,-44072.0,72070.0,7111.0,10774.0,21613.0,2184.0,29655.0,9185.23,307465.15,328.95,11011.15,119408,3997047,363,1366.1237830644598,1080.0
store_3883,11229,64,03/05/2018,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,4231235.0,970354.0,299.0,mall_64,USA,33321.0,6513.0,26.0,-78555.0,1381.0,2674.0,7118.0,9487.0,4218.0,92647.0,3295.0,820728.31,118.0,29392.47,42835,10669468,363,384.305832245655,180.0
store_3972,11230,64,25/05/2018,,Food & Beverage Services,Fast Meal,Cafeterias,400239.0,1344803.0,70.0,mall_64,USA,33321.0,6429.0,26.0,-36407.0,81396.0,1115.0,4266.0,80349.0,11311.0,116125.0,17388.15,674151.31,622.72,24143.16,226046,8763967,363,711.534260062355,360.0
store_7,11232,64,04/07/2018,,Food & Beverage Services,Fast Meal,American & Burgers,6393508.0,1347159.0,342.0,mall_64,USA,33321.0,6482.0,26.0,-80311.0,46569.0,6393.0,1621.0,7349.0,15472.0,17493.0,24349.15,403459.15,872.01,14448.95,316539,5244969,363,1246.0998163081042,960.0
store_1252,11233,64,13/07/2018,,Health & Beauty,Optician,Optician & Sunglasses,8541238.0,552326.0,454.0,mall_64,USA,33321.0,6560.0,26.0,-90267.0,32888.0,12584.0,10829.0,2487.0,2825.0,79381.0,3607.15,653413.23,129.18,23400.47,46893,8494372,363,664.6247054863683,300.0
store_177,11234,64,17/07/2018,30/04/2024,Bags & Footwear & Accessories,Footwear,Family footwear,5847787.0,1089427.0,34.0,mall_64,USA,33321.0,6496.0,26.0,-115722.0,94412.0,4503.0,12440.0,58423.0,15418.0,72624.0,10782.46,574624.85,388.29,20692.86,140172,7470123,361,1558.3907345321547,300.0
store_177,11353,64,03/05/2024,,Bags & Footwear & Accessories,Footwear,Family footwear,7977447.0,399927.0,380.0,mall_64,USA,33321.0,6496.0,26.0,-103932.0,42997.0,9294.0,15301.0,38498.0,9080.0,42004.0,10782.46,574624.85,388.29,20692.86,140172,7470123,361,1558.3907345321547,300.0
store_3875,11235,64,23/11/2018,24/06/2024,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,8875841.0,1103151.0,346.0,mall_64,USA,33321.0,6434.0,26.0,-39002.0,55622.0,11102.0,3744.0,32855.0,6966.0,53591.0,4541.57,173329.86,170.92,6523.17,31791,1213309,186,730.5986959098992,300.0
store_3867,11237,64,14/11/2018,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,5158424.0,1225808.0,498.0,mall_64,USA,33321.0,6414.0,26.0,-68606.0,18082.0,13675.0,3187.0,24060.0,4656.0,64224.0,14728.31,449993.38,527.46,16115.47,191468,5849914,363,1242.3920140038797,1020.0
store_145,11238,64,07/12/2018,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,9419214.0,980926.0,243.0,mall_64,USA,33321.0,6407.0,26.0,-40689.0,41699.0,1827.0,14653.0,8365.0,13382.0,48049.0,8312.62,611744.46,297.7,21908.2,108064,7952678,363,484.8769326769743,300.0
store_101,11240,64,15/12/2018,,Gifts,Toys,Toys,9921886.0,319558.0,147.0,mall_64,USA,33321.0,6411.0,26.0,-106592.0,93563.0,6241.0,14749.0,76552.0,8260.0,22883.0,31365.0,612383.46,1123.26,21931.09,407745,7960985,363,502.3272906321118,300.0
store_3952,11242,64,01/03/2019,,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,1239540.0,1261817.0,283.0,mall_64,USA,33321.0,6581.0,26.0,-118173.0,64883.0,467.0,10075.0,59348.0,1913.0,80668.0,16362.69,577797.54,585.99,20692.47,212715,7511368,363,413.4159796845095,240.0
store_30,11243,64,25/04/2019,,Fashion apparel,Family Fashion,Jeans,922416.0,144836.0,168.0,mall_64,USA,33321.0,6400.0,26.0,-45867.0,12705.0,13308.0,2508.0,20524.0,7977.0,63056.0,9753.62,726211.62,349.3,26007.58,126797,9440751,363,373.5316593886463,180.0
store_3859,11244,64,11/05/2019,,Health & Beauty,Optician,Optician & Sunglasses,8957047.0,122991.0,163.0,mall_64,USA,33321.0,6471.0,26.0,-38729.0,48829.0,13895.0,10773.0,35157.0,9858.0,123205.0,4709.46,450868.92,168.66,16146.82,61223,5861296,363,473.18528063061353,300.0
store_3872,11247,64,30/08/2019,,Health & Beauty,Optician,Optician & Sunglasses,6993574.0,467372.0,208.0,mall_64,USA,33321.0,6399.0,26.0,-38766.0,18578.0,8960.0,11064.0,16713.0,755.0,38051.0,9654.08,725930.15,345.74,25997.5,125503,9437092,363,585.7629955025625,360.0
store_3843,11248,64,27/08/2019,,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,653549.0,372465.0,219.0,mall_64,USA,33321.0,6505.0,26.0,-99753.0,23973.0,3786.0,6023.0,44332.0,8358.0,121724.0,7688.23,405665.38,275.34,14527.96,99947,5273650,363,2869.9817210348706,3180.0
store_3861,11249,64,13/09/2019,,Jewellery,Jewellery & Watches,Watches,6878476.0,124329.0,192.0,mall_64,USA,33321.0,6398.0,26.0,-11125.0,47618.0,7003.0,8358.0,40080.0,8765.0,70884.0,8384.69,1030830.0,300.28,36916.78,109001,13400790,363,760.4248252216538,360.0
store_3846,11251,64,03/12/2019,,Food & Beverage Services,Fast Meal,Latino-American - Fast Meal,9818757.0,1289991.0,167.0,mall_64,USA,33321.0,6478.0,26.0,-67758.0,71020.0,2217.0,8065.0,48185.0,8239.0,67598.0,12415.15,405726.38,444.62,14530.15,161397,5274443,363,1408.6889148191365,1260.0
store_1754,11252,64,19/12/2019,,Fashion apparel,Women's Fashion,Women's Fashion,543329.0,194544.0,48.0,mall_64,USA,33321.0,6375.0,26.0,-92108.0,17168.0,7185.0,6957.0,76673.0,935.0,89016.0,7675.31,624240.85,274.87,22355.73,99779,8115131,363,389.2936364191376,180.0
store_3994,11253,64,05/12/2019,,Gifts,Toys,Toys,4330172.0,778896.0,216.0,mall_64,USA,33321.0,6415.0,26.0,-121510.0,17308.0,12072.0,4912.0,47323.0,10079.0,36209.0,25102.38,449113.38,898.98,16083.95,326331,5838474,363,434.6714321443843,300.0
store_4019,11254,64,27/02/2020,,Food & Beverage Services,Fast Meal,Sandwiches,2921874.0,556822.0,164.0,mall_64,USA,33321.0,6490.0,26.0,-97373.0,35880.0,13570.0,9798.0,13373.0,14192.0,28549.0,28720.69,577376.0,1028.56,20677.38,373369,7505888,363,1494.2957854145786,1200.0
store_3845,11256,64,28/02/2020,,Food & Beverage Services,Fast Meal,Asian - Fast Meal,2049826.0,413251.0,161.0,mall_64,USA,33321.0,6488.0,26.0,-119297.0,28690.0,67.0,6460.0,84728.0,3011.0,77790.0,5578.69,157779.31,199.79,5650.5,72523,2051131,363,2726.116928816721,2940.0
store_3869,11257,64,02/06/2020,05/08/2024,Gifts,Cards & Gadgets,Cards & Gadgets,1483557.0,273489.0,132.0,mall_64,USA,33321.0,6406.0,26.0,-42274.0,52690.0,8066.0,2657.0,36168.0,11694.0,118084.0,10225.33,567984.78,400.12,22225.49,92028,5111863,230,458.9104758231693,240.0
store_4118,11258,64,08/06/2020,,Food & Beverage Services,Fast Meal,American & Burgers,2824870.0,100804.0,8.0,mall_64,USA,33321.0,6481.0,26.0,-76518.0,101025.0,85.0,13532.0,54893.0,15413.0,64390.0,10022.77,405623.54,358.94,14526.46,130296,5273106,363,1857.763631495969,1920.0
